"m","ej","lp","wp","sp","ll","wl","hl","wlDll","wpDwl","wpDlp","lpDll","spDwp","wlDhl","num","nci","cul","med","ret","max","mic"
"y3",3,0.874,0.175,0.126,6.545,3.045,3.409,0.465,0.057,0.2,0.134,0.72,0.893,"2","Citrus × limon (L.) Burm. f. var. limon  (= Citrus medica × (C. maxima × C. reticulata)","Quatre Saisons",1,1,1,0
"y4",1,1.166,0.189,0.075,4.875,2.839,1.991,0.582,0.067,0.162,0.239,0.397,1.426,"77","Citrus × bergamia Risso","Castagnaro",1,1,1,0
"y4",3,1.114,0.206,0.106,6.373,2.871,3.458,0.45,0.072,0.185,0.175,0.515,0.83,"77","Citrus × bergamia Risso","Castagnaro",1,1,1,0
"y4",5,0.766,0.157,0.102,6.899,3.147,4.017,0.456,0.05,0.205,0.111,0.65,0.783,"77","Citrus × bergamia Risso","Castagnaro",1,1,1,0
"z1",1,1,0.555,0.147,8.156,4.889,4.464,0.599,0.114,0.555,0.123,0.265,1.095,"3","Citrus × latifolia (Tanaka ex Yu. Tanaka) Tanaka (= Citrus × aurantiifolia × C. × limon)","Bearss",1,1,1,1
"z1",2,0.822,0.319,0.172,7.897,5.556,4.272,0.704,0.057,0.388,0.104,0.539,1.301,"3","Citrus × latifolia (Tanaka ex Yu. Tanaka) Tanaka (= Citrus × aurantiifolia × C. × limon)","Bearss",1,1,1,1
"z1",5,0.489,0.163,0.124,5.246,3.147,2.664,0.6,0.052,0.333,0.093,0.761,1.181,"3","Citrus × latifolia (Tanaka ex Yu. Tanaka) Tanaka (= Citrus × aurantiifolia × C. × limon)","Bearss",1,1,1,1
"z2",3,0.865,0.21,0.17,14.036,6.104,8.673,0.435,0.034,0.243,0.062,0.81,0.704,"16a","Citrus × limon (L.) Burm. f. var. limon  (= Citrus medica × (C. maxima × C. reticulata)","Fino",1,1,1,0
"z2",4,0.886,0.238,0.226,15.574,7.237,9.033,0.465,0.033,0.269,0.057,0.95,0.801,"16a","Citrus × limon (L.) Burm. f. var. limon  (= Citrus medica × (C. maxima × C. reticulata)","Fino",1,1,1,0
"z2",6,0.987,0.233,0.209,11.637,6.598,5.868,0.567,0.035,0.236,0.085,0.897,1.124,"16a","Citrus × limon (L.) Burm. f. var. limon  (= Citrus medica × (C. maxima × C. reticulata)","Fino",1,1,1,0
"z3",4,1.485,0.187,0.134,9.42,5.38,4.652,0.571,0.035,0.126,0.158,0.717,1.156,"50","Citrus × aurantium L. var. sinensis L. (=Citrus sinensis (L.) Osbeck, = Citrus maxima × C. reticulata)","Ovale calabrese",0,1,1,0
"z3",5,1.319,0.175,0.119,9.017,4.656,4.629,0.516,0.038,0.133,0.146,0.68,1.006,"50","Citrus × aurantium L. var. sinensis L. (=Citrus sinensis (L.) Osbeck, = Citrus maxima × C. reticulata)","Ovale calabrese",0,1,1,0
"z3",6,1.119,0.262,0.105,6.624,2.62,4.273,0.396,0.1,0.234,0.169,0.401,0.613,"50","Citrus × aurantium L. var. sinensis L. (=Citrus sinensis (L.) Osbeck, = Citrus maxima × C. reticulata)","Ovale calabrese",0,1,1,0
"aa1",1,1.174,0.203,0.149,11.703,6.086,5.72,0.52,0.033,0.173,0.1,0.734,1.064,"104","Citrus medica L.","C.medica ""Saló""",1,0,0,0
"aa1",2,1.191,0.208,0.168,10.786,5.579,6.59,0.517,0.037,0.175,0.11,0.808,0.847,"104","Citrus medica L.","C.medica ""Saló""",1,0,0,0
"aa1",3,0.642,0.207,0.177,11.08,6.104,6.941,0.551,0.034,0.322,0.058,0.855,0.879,"104","Citrus medica L.","C.medica ""Saló""",1,0,0,0
"aa2",2,1.09,0.358,0.201,10.553,6.691,5.917,0.634,0.054,0.328,0.103,0.561,1.131,"3a","Citrus × limon (L.) Burm. f. var. limon  (= Citrus medica × (C. maxima × C. reticulata)","La Valette",1,1,1,0
"aa2",6,0.979,0.512,0.175,9.293,5.619,5.43,0.605,0.091,0.523,0.105,0.342,1.035,"3a","Citrus × limon (L.) Burm. f. var. limon  (= Citrus medica × (C. maxima × C. reticulata)","La Valette",1,1,1,0
"aa2",4,0.988,0.229,0.118,5.897,2.783,3.533,0.472,0.082,0.232,0.168,0.515,0.788,"3a","Citrus × limon (L.) Burm. f. var. limon  (= Citrus medica × (C. maxima × C. reticulata)","La Valette",1,1,1,0
"ab1",1,0.565,0.197,0.178,9.96,5.233,5.924,0.525,0.038,0.349,0.057,0.904,0.883,"105","Citrus medica L.","C.medica ""Ordinario""",1,0,0,0
"ab1",3,0.614,0.164,0.151,8.642,4.411,5.059,0.51,0.037,0.267,0.071,0.921,0.872,"105","Citrus medica L.","C.medica ""Ordinario""",1,0,0,0
"ab1",4,0.66,0.207,0.172,9.037,5.622,4.672,0.622,0.037,0.314,0.073,0.831,1.203,"105","Citrus medica L.","C.medica ""Ordinario""",1,0,0,0
